,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-05-18,SH600000,0.00013133549746983613,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260518_18,83d4a21219474746a1e10a47f3dc9207,0.041,,,
1,2026-05-18,SZ000596,-0.04989159107208252,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
2,2026-05-18,SZ000568,-0.05269348621368408,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
3,2026-05-18,SZ000538,-0.05432037264108658,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
4,2026-05-18,SZ000425,0.05836879834532738,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
5,2026-05-18,SZ000408,-0.07798004150390625,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
6,2026-05-18,SZ000338,0.0031171180307865143,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
7,2026-05-18,SZ000617,-0.06154874339699745,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
8,2026-05-18,SZ000333,0.010040530934929848,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
9,2026-05-18,SZ000166,-0.03246366232633591,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
10,2026-05-18,SZ000157,0.03163398429751396,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
11,2026-05-18,SZ000100,-0.048868220299482346,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
12,2026-05-18,SZ000063,0.005164933390915394,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
13,2026-05-18,SZ000002,-0.0011201556771993637,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
14,2026-05-18,SZ000001,-0.019787287339568138,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
15,2026-05-18,SZ000301,-0.013902410864830017,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
16,2026-05-18,SZ000625,-0.048261310905218124,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
17,2026-05-18,SZ000630,-0.03408784791827202,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
18,2026-05-18,SZ000651,0.0857744961977005,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
19,2026-05-18,SZ000977,-0.0016771629452705383,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
20,2026-05-18,SZ000975,-0.02338392101228237,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
21,2026-05-18,SZ000963,-0.025615008547902107,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
22,2026-05-18,SZ000938,-0.01698935776948929,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
23,2026-05-18,SZ000895,-0.0060981763526797295,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
24,2026-05-18,SZ000876,-0.02131643518805504,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
25,2026-05-18,SZ000858,0.0042428672313690186,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
26,2026-05-18,SZ000807,-0.06237071380019188,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
27,2026-05-18,SZ000792,-0.05762515962123871,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
28,2026-05-18,SZ000786,-0.01734977588057518,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
29,2026-05-18,SZ000776,-0.012114607729017735,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
30,2026-05-18,SZ000768,-0.014323156327009201,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
31,2026-05-18,SZ000725,-0.012523196637630463,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
32,2026-05-18,SZ000708,0.008124779909849167,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
33,2026-05-18,SZ000661,-0.037645373493433,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
34,2026-05-18,SH688981,0.01708456501364708,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
35,2026-05-18,SH688506,0.015749488025903702,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
36,2026-05-18,SH688472,-0.03376707062125206,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
37,2026-05-18,SH688396,-0.06219584494829178,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
38,2026-05-18,SH603893,0.010953452438116074,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
39,2026-05-18,SH603799,-0.1005006954073906,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
40,2026-05-18,SH603501,-0.04380282014608383,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
41,2026-05-18,SH603392,-0.08365938067436218,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
42,2026-05-18,SH603369,-0.0615670345723629,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
43,2026-05-18,SH603296,0.0165107324719429,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
44,2026-05-18,SH603288,-0.07427409291267395,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
45,2026-05-18,SH603260,-0.04000309109687805,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
46,2026-05-18,SH603259,-0.008350222371518612,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
47,2026-05-18,SH603195,-0.03795946016907692,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
48,2026-05-18,SH603019,0.0056146117858588696,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
49,2026-05-18,SH601998,-0.023716377094388008,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
50,2026-05-18,SH601995,0.01378852128982544,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
51,2026-05-18,SH601988,0.06949079036712646,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
52,2026-05-18,SH601985,0.07610777765512466,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
53,2026-05-18,SH603986,-0.05757111683487892,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
54,2026-05-18,SZ000983,-0.04315714165568352,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
55,2026-05-18,SH603993,-0.07094354927539825,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
56,2026-05-18,SH605499,-0.08417419344186783,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260518_15,322665ae0bca4def8ceed0b9c47ca2d8,0.082,,,
