,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
0,2026-04-27,SH600741,SH601995,SH601077,SZ000895,SH601658,SH600886,SH601728,SH600016,SZ000333,SH600926,-0.004025501199066639,0.010957837,0.4,-0.004825501199066639,0.9951744988009333,1.0109578,0.9951744988009333,0.0
