,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
0,2026-04-27,SZ300274,SH688256,SZ300394,SZ300502,SZ300782,SH600741,SZ300476,SH600066,SZ002460,SH601998,SH600309,SH688472,SH601995,SZ000776,SH605117,SZ002459,SH601077,SZ000895,SH601658,SH600886,0.01410890556871891,0.010957837,0.45,0.01320890556871891,1.013208905568719,1.0109578,1.013208905568719,0.0
