,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46,top47,top48,top49,top50,top51,top52,top53,top54,top55,top56,top57,top58,top59,top60,top61,top62,top63,top64,top65,top66,top67,top68,top69,top70,top71,top72,top73,top74,top75,top76,top77,top78,top79,top80,top81,top82,top83,top84,top85,top86,top87,top88,top89,top90,top91,top92,top93,top94,top95,top96,top97,top98,top99,top100,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
0,2026-04-27,SZ300274,SH688256,SZ300394,SZ300502,SZ300782,SH600741,SZ300476,SH600066,SZ002460,SH601998,SH600309,SH688472,SH601995,SZ000776,SH605117,SZ002459,SH601077,SZ000895,SH601658,SH600886,SZ000630,SH601728,SH600016,SZ000807,SH603799,SZ002466,SZ000333,SH600926,SH601328,SH688041,SH601398,SZ002371,SH601169,SZ002074,SH601868,SH601012,SH603501,SZ300750,SH600011,SH600019,SH600900,SH601825,SH601059,SH688012,SH600176,SH601456,SZ300628,SH600522,SH600941,SH601988,SH600795,SH600919,SH600233,SH600660,SZ000938,SZ002415,SZ002179,SZ002001,SZ300759,SH600547,SH600803,SZ300251,SH603288,SH600482,SH601985,SH601816,SZ300033,SH601916,SH688271,SH600438,SH601939,SH600025,SH688223,SZ003816,SH601872,SH600027,SH601006,SH601360,SH601628,SH600050,SZ000063,SZ001391,SH601607,SH601818,SH600674,SZ000651,SH601236,SH600030,SZ002304,SH601088,SH600010,SZ002916,SZ002594,SH601838,SH600346,SH605499,SH601901,SH600584,SH601669,SH600036,0.00707969069480896,0.010957837,0.34,0.00639969069480896,1.006399690694809,1.0109578,1.006399690694809,0.0
