,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
60,60,SH600803,0.0167911792995123,0.75,0.007559538,0.009231641411939058,0.009231641411939058,SH600803,新奥股份,2026-04-27,3.0032396,3.0415735
61,61,SZ300251,0.0167691327931823,0.4166666666666667,0.011014938,0.005754194438690113,0.005754194438690113,,,2026-04-27,1.9524704,1.9847255
62,62,SH603288,0.0160730395658531,0.75,0.00026094913,0.01581209043102644,0.01581209043102644,SH603288,海天味业,2026-04-27,0.68678063,0.69606066
63,63,SH600482,0.0159176515613855,0.5833333333333334,0.011911869,0.004005782512313233,0.004005782512313233,SH600482,中国动力,2026-04-27,8.5593605,8.9240265
64,64,SH601985,0.0158336017821429,0.5833333333333334,-0.011627972,0.02746157390814998,0.02746157390814998,SH601985,中国核电,2026-04-27,0.57740444,0.5754039
65,65,SH601816,0.0154342380525581,0.3333333333333333,0.0056604147,0.009773823356818354,0.009773823356818354,SH601816,京沪高铁,2026-04-27,0.12482251,0.12547295
66,66,SZ300033,0.0152419114188812,0.5,0.009732127,0.005509784229244969,0.005509784229244969,,,2026-04-27,8.242264,8.349218
67,67,SH601916,0.0149591840537708,0.5833333333333334,0.0,0.0149591840537708,0.0149591840537708,SH601916,浙商银行,2026-04-27,0.22991283,0.23068957
68,68,SH688271,0.0141779757759486,0.75,0.0010619164,0.01311605942463024,0.01311605942463024,SH688271,联影医疗,2026-04-27,0.0034607607,0.0035158554
69,69,SH600438,0.0138397212649835,0.3333333333333333,0.005812645,0.008027076306487406,0.008027076306487406,SH600438,通威股份,2026-04-27,18.584312,18.83272
70,70,SH601939,0.013250292327686,0.9166666666666666,0.00081789494,0.01243239739207809,0.01243239739207809,SH601939,建设银行,2026-04-27,0.83640367,0.8437435
71,71,SH600025,0.0132197953166442,0.5833333333333334,-0.007556677,0.020776472181268223,0.020776472181268223,SH600025,华能水电,2026-04-27,1.5069119,1.4981606
72,72,SH688223,0.0130879997851986,0.5,0.031055808,-0.017967808282123177,0.017967808282123177,SH688223,晶科能源,2026-04-27,0.059906844,0.062278222
73,73,SZ003816,0.0117987648724582,0.5833333333333334,-0.03636366,0.04816242616167329,0.04816242616167329,,,2026-04-27,0.49832836,0.49910638
74,74,SH601872,0.0113739213850506,0.5833333333333334,0.048188686,-0.03681476498579901,0.03681476498579901,SH601872,招商轮船,2026-04-27,1.2559158,1.3238798
75,75,SH600027,0.0112179464798383,0.5,0.007880926,0.003337020347636152,0.003337020347636152,SH600027,华电国际,2026-04-27,1.2875077,1.3026288
76,76,SH601006,0.0109182178308573,0.4166666666666667,0.0014035702,0.009514647655686402,0.009514647655686402,SH601006,大秦铁路,2026-04-27,1.2364109,1.2398796
77,77,SH601360,0.0109005417647192,0.6666666666666666,0.0073720217,0.0035285200896093376,0.0035285200896093376,SH601360,三六零,2026-04-27,0.40466377,0.4095145
78,78,SH601628,0.0108494208956605,0.75,0.00040590763,0.010443513264740089,0.010443513264740089,SH601628,中国人寿,2026-04-27,0.043745726,0.04437853
79,79,SH600050,0.0098529136891529,0.5,0.0023952723,0.007457641434209052,0.007457641434209052,SH600050,中国联通,2026-04-27,1.8685768,1.8775296
80,80,SZ000063,0.0097912398819079,0.6666666666666666,0.011380076,-0.0015888365264783311,0.0015888365264783311,,,2026-04-27,6.452775,6.62831
81,81,SZ001391,0.0093924925827096,0.5,0.0,0.0093924925827096,0.0093924925827096,,,2026-04-27,0.06116871,0.061404433
82,82,SH601607,0.0089241056432357,0.4166666666666667,0.0,0.0089241056432357,0.0089241056432357,SH601607,上海医药,2026-04-27,1.0978241,1.1036601
83,83,SH601818,0.0087158087624579,0.4166666666666667,0.0030628443,0.0056529644860296765,0.0056529644860296765,SH601818,光大银行,2026-04-27,1.0105402,1.0135225
84,84,SH600674,0.00839789476164,0.5833333333333334,0.0,0.00839789476164,0.00839789476164,SH600674,川投能源,2026-04-27,68.59088,68.99279
85,85,SZ000651,0.0083346470513256,0.4166666666666667,0.052809596,-0.044474949010380946,0.044474949010380946,,,2026-04-27,478.07922,508.4256
86,86,SH601236,0.008100103343216,0.5,0.0065573454,0.0015427579528961757,0.0015427579528961757,SH601236,红塔证券,2026-04-27,0.44013727,0.44418812
87,87,SH600030,0.0075059271619384,0.75,0.0007175207,0.006788406448132248,0.006788406448132248,SH600030,中信证券,2026-04-27,47.91046,48.049404
88,88,SZ002304,0.0074157187792431,0.4166666666666667,0.005643368,0.0017723510119091153,0.0017723510119091153,,,2026-04-27,0.16318378,0.16545412
89,89,SH601088,0.0072328464418776,0.6666666666666666,-0.003480792,0.010713638487470862,0.010713638487470862,SH601088,中国神华,2026-04-27,0.072276965,0.07310987
90,90,SH600010,0.0068897784880333,0.3333333333333333,0.0069504976,-6.0719139225001197e-05,6.0719139225001197e-05,SH600010,包钢股份,2026-04-27,4.721719,4.8045526
91,91,SZ002916,0.0068289594286361,0.5,-0.0013329387,0.00816189809974816,0.00816189809974816,,,2026-04-27,2.2681448,2.2927072
92,92,SZ002594,0.0067928540500719,0.5,0.038626432,-0.03183357836875134,0.03183357836875134,,,2026-04-27,1.5539802,1.6176773
93,93,SH601838,0.0067279160764169,0.5833333333333334,0.013920307,-0.007192391083006928,0.007192391083006928,SH601838,成都银行,2026-04-27,0.37177604,0.37776205
94,94,SH600346,0.0066926932696336,0.6666666666666666,0.030595422,-0.02390272852144306,0.02390272852144306,SH600346,恒力石化,2026-04-27,7.8449216,8.1430235
95,95,SH605499,0.0066405447520679,0.6666666666666666,0.059771776,-0.05313123144727292,0.05313123144727292,SH605499,东鹏饮料,2026-04-27,0.08573591,0.09210347
96,96,SH601901,0.0062103113468355,0.5833333333333334,0.011873364,-0.005663053101711863,0.005663053101711863,SH601901,方正证券,2026-04-27,0.25914505,0.26273358
97,97,SH600584,0.0061535211401224,0.8333333333333334,-0.016399384,0.022552904685044277,0.022552904685044277,SH600584,长电科技,2026-04-27,5.722846,5.663306
98,98,SH601669,0.0061078694827719,0.5833333333333334,0.010596037,-0.004488167428238842,0.004488167428238842,SH601669,中国电建,2026-04-27,0.3652047,0.3696949
99,99,SH600036,0.0058178226747068,0.3333333333333333,-0.02777344,0.03359126255889259,0.03359126255889259,SH600036,招商银行,2026-04-27,14.645689,14.431311
100,100,SH600023,0.0058094976249439,0.6666666666666666,-0.028862536,0.03467203357846563,0.03467203357846563,SH600023,浙能电力,2026-04-27,0.2987785,0.2962422
101,101,SH601298,0.0055555915980341,0.5833333333333334,-0.008203387,0.013758978858471112,0.013758978858471112,SH601298,青岛港,2026-04-27,0.37077236,0.3728417
102,102,SH601288,0.0053692592736139,0.6666666666666666,-0.005111754,0.010481013214196176,0.010481013214196176,SH601288,农业银行,2026-04-27,4.813331,4.8331337
103,103,SZ002648,0.0050836029058345,0.5,0.007938385,-0.002854782103931125,0.002854782103931125,,,2026-04-27,3.849097,3.9261367
104,104,SH600015,0.0050496485793863,0.25,0.005615473,-0.0005658242141928019,0.0005658242141928019,SH600015,华夏银行,2026-04-27,5.3922415,5.430303
105,105,SH600600,0.0047488582934246,0.3333333333333333,0.00093615055,0.0038127077425823145,0.0038127077425823145,SH600600,青岛啤酒,2026-04-27,2.735441,2.7453272
106,106,SZ002352,0.0044036496804558,0.4166666666666667,-0.0048021674,0.009205817096074697,0.009205817096074697,,,2026-04-27,0.50587875,0.5134565
107,107,SH601021,0.0041973939104779,0.5,0.009655952,-0.005458558543135381,0.005458558543135381,SH601021,春秋航空,2026-04-27,0.30918792,0.31317493
108,108,SZ002050,0.0041499509634036,0.5833333333333334,0.0149406195,-0.010790668505285365,0.010790668505285365,,,2026-04-27,148.99294,152.09546
109,109,SZ300124,0.0037871839964471,0.3333333333333333,0.101533055,-0.09774587130903385,0.09774587130903385,,,2026-04-27,4.5068626,4.9703383
110,110,SH600905,0.0037602959116953,0.4166666666666667,0.0,0.0037602959116953,0.0037602959116953,SH600905,三峡能源,2026-04-27,0.31482476,0.31559262
111,111,SH601138,0.0036493729467504,0.5833333333333334,-0.028444767,0.032094139945041414,0.032094139945041414,SH601138,工业富联,2026-04-27,0.24591738,0.24436736
112,112,SZ000408,0.0034887339077565,0.5,0.025702119,-0.022213384965839692,0.022213384965839692,,,2026-04-27,12.018584,12.365488
113,113,SH601336,0.0032490446152912,0.5833333333333334,0.028740525,-0.025491480630375304,0.025491480630375304,SH601336,新华保险,2026-04-27,0.15731005,0.16221198
114,114,SH603259,0.0029641259759939,0.5833333333333334,0.005507946,-0.002543820038410397,0.002543820038410397,SH603259,药明康德,2026-04-27,0.74049306,0.76679885
115,115,SZ300413,0.0029211151474959,0.5833333333333334,0.014182329,-0.011261214030360546,0.011261214030360546,,,2026-04-27,0.3587158,0.36521864
116,116,SH601066,0.0027895754540081,0.5833333333333334,0.013715744,-0.010926168564546587,0.010926168564546587,SH601066,中信建投,2026-04-27,0.43646112,0.44282788
117,117,SZ002142,0.0009203649230651,0.6666666666666666,0.009024382,-0.008104016714508142,0.008104016714508142,,,2026-04-27,0.41292697,0.41777185
118,118,SH600026,0.0008878342242188,0.5833333333333334,0.03261423,-0.03172639688540034,0.03172639688540034,SH600026,中远海能,2026-04-27,3.8287456,3.9638958
119,119,SZ300014,0.0007547791677226,0.6666666666666666,0.05210793,-0.05135315101568805,0.05135315101568805,,,2026-04-27,12.700621,13.412907
120,120,SH601018,0.0007249722623502,0.25,-0.014842272,0.01556724406715977,0.01556724406715977,SH601018,宁波港,2026-04-27,0.59207994,0.59143287
121,121,SZ002241,0.0006982465731381,0.5833333333333334,0.012711406,-0.012013159180951255,0.012013159180951255,,,2026-04-27,14.481359,14.7426405
